CASE_STATUS,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,State,Wage_Category,processing_time
1,MANAGEMENT ANALYSTS,MANAGER,Y,108410.0,2016.0,"HOUSTON, TEXAS",TEXAS,High,20
1,MANAGEMENT ANALYSTS,SOURCE CODE MANAGEMENT ANALYST,Y,78749.0,2016.0,"DOWNERS GROVE, ILLINOIS",ILLINOIS,Medium,20
1,MANAGEMENT ANALYSTS,PROJECT MANAGER,Y,114795.0,2016.0,"SOUTH SAN FRANCISCO, CALIFORNIA",CALIFORNIA,High,23
1,MANAGEMENT ANALYSTS,ASSISTANT VICE PRESIDENT,Y,81827.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,19
1,MANAGEMENT ANALYSTS,CORPORATE DEVELOPMENT CONSULTANT,Y,110136.0,2016.0,"PLANO, TEXAS",TEXAS,High,28
1,MANAGEMENT ANALYSTS,TAX ASSOCIATE,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,32
1,MANAGEMENT ANALYSTS,SENIOR ASSOCIATE,Y,74152.0,2016.0,"DALLAS, TEXAS",TEXAS,Medium,18
1,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,N,65624.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,29
1,MANAGEMENT ANALYSTS,ERS SPECIALIST MASTER,Y,108493.0,2016.0,"PARSIPPANY, NEW JERSEY",NEW JERSEY,High,21
1,MANAGEMENT ANALYSTS,"SENIOR BUSINESS ANALYST, PRODUCT DEVELOPMENT",Y,83158.0,2016.0,"BOWIE, MARYLAND",MARYLAND,Medium,25
1,MANAGEMENT ANALYSTS,HUMAN CAPITAL ANALYST,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,22
1,MANAGEMENT ANALYSTS,ERS SENIOR CONSULTANT,N,56160.0,2016.0,"DALLAS, TEXAS",TEXAS,Medium,27
1,MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,62108.8,2016.0,"MENLO PARK, CALIFORNIA",CALIFORNIA,Medium,28
1,MANAGEMENT ANALYSTS,ADVISORY MANAGER,Y,79934.0,2016.0,"TAMPA, FLORIDA",FLORIDA,Medium,21
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,112570.0,2016.0,"TROY, MICHIGAN",MICHIGAN,High,18
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,60674.0,2016.0,"FORT WORTH, TEXAS",TEXAS,Medium,23
1,MANAGEMENT ANALYSTS,INFORMATION SECURITY TRAINING ANALYST,Y,88441.6,2016.0,"FOSTER CITY, CALIFORNIA",CALIFORNIA,Medium,23
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,20
1,MANAGEMENT ANALYSTS,"LEADER, MANAGEMENT CONSULTANT STRATEGY GROUP",Y,107661.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,High,32
1,MANAGEMENT ANALYSTS,"ASSOCIATE, INFORMATION MANAGEMENT SYSTEMS",Y,102336.0,2016.0,"BOSTON, MASSACHUSETTS",MASSACHUSETTS,High,22
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,22
1,MANAGEMENT ANALYSTS,MANAGER,Y,114795.0,2016.0,"SAN FRANCISCO, CALIFORNIA",CALIFORNIA,High,19
1,MANAGEMENT ANALYSTS,ASSOCIATE,N,49400.0,2016.0,"ATLANTA, GEORGIA",GEORGIA,Low,40
1,MANAGEMENT ANALYSTS,BUSINESS MANAGEMENT ANALYST,Y,125174.0,2016.0,"CHICAGO, ILLINOIS",ILLINOIS,High,23
1,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,Y,107661.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,High,31
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,26
1,MANAGEMENT ANALYSTS,ERS CONSULTANT,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,29
1,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,Y,72654.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,23
1,MANAGEMENT ANALYSTS,ADVISORY STAFF,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,37
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,96970.0,2016.0,"GROTON, CONNECTICUT",CONNECTICUT,High,14
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,64188.8,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",DISTRICT OF COLUMBIA,Medium,31
1,MANAGEMENT ANALYSTS,SENIOR ASSOCIATE,Y,89856.0,2016.0,"SANTA CLARA, CALIFORNIA",CALIFORNIA,Medium,36
1,MANAGEMENT ANALYSTS,TRANSACTION ADVISORY SERVICES SENIOR MANAGER,Y,133515.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,High,19
1,MANAGEMENT ANALYSTS,"ANALYST, INBOUND TRANSPORTATION",N,62109.0,2016.0,"SAN FRANCISCO, CALIFORNIA",CALIFORNIA,Medium,24
1,MANAGEMENT ANALYSTS,PRODUCT MANAGER,Y,70325.0,2016.0,"SMITHFIELD, RHODE ISLAND",RHODE ISLAND,Medium,22
1,MANAGEMENT ANALYSTS,ERS SENIOR CONSULTANT,N,62109.0,2016.0,"SAN FRANCISCO, CALIFORNIA",CALIFORNIA,Medium,40
1,MANAGEMENT ANALYSTS,ADVISORY MANAGER,Y,101962.0,2016.0,"CHICAGO, ILLINOIS",ILLINOIS,High,13
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,27
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,133515.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,High,16
1,MANAGEMENT ANALYSTS,MANAGEMENT CONSULTANT,Y,100173.0,2016.0,"PITTSBURGH, PENNSYLVANIA",PENNSYLVANIA,High,22
1,MANAGEMENT ANALYSTS,STRATEGIC RELATIONSHIPS/DEVELOPMENT PLANNER,Y,96158.4,2016.0,"PORT ST LUCIE, FLORIDA",FLORIDA,High,19
1,MANAGEMENT ANALYSTS,SAP FUNCTIONAL ANALYST,Y,85114.0,2016.0,"REDMOND, WASHINGTON",WASHINGTON,Medium,28
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,18
1,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,Y,72654.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,19
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,23
1,MANAGEMENT ANALYSTS,BUSINESS PROGRAM MANAGER,Y,85114.0,2016.0,"REDMOND, WASHINGTON",WASHINGTON,Medium,22
1,MANAGEMENT ANALYSTS,ERS MANAGER,Y,96824.0,2016.0,"LOS ANGELES, CALIFORNIA",CALIFORNIA,High,12
0,MANAGEMENT ANALYSTS,BUSINESS STRATEGY CONSULTANT,Y,108410.0,2016.0,"HOUSTON, TEXAS",TEXAS,High,42
1,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,Y,72654.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,23
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,65416.0,2016.0,"LIVONIA, MICHIGAN",MICHIGAN,Medium,18
1,MANAGEMENT ANALYSTS,ADVISORY STAFF,N,55474.0,2016.0,"HOUSTON, TEXAS",TEXAS,Medium,21
1,MANAGEMENT ANALYSTS,ADVISORY ASSOCIATE,N,50565.0,2016.0,"DETROIT, MICHIGAN",MICHIGAN,Medium,37
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,Y,83158.0,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",DISTRICT OF COLUMBIA,Medium,10
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,32
1,MANAGEMENT ANALYSTS,MANAGEMENT ANALYST II,Y,86237.0,2016.0,"WHIPPANY, NEW JERSEY",NEW JERSEY,Medium,18
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,134888.0,2016.0,"HOUSTON, TEXAS",TEXAS,High,24
1,MANAGEMENT ANALYSTS,MANAGER RESEARCH SERVICES,N,55411.0,2016.0,"BROWNSVILLE, TEXAS",TEXAS,Medium,25
1,MANAGEMENT ANALYSTS,BUSINESS ANALYSTS,N,55973.0,2016.0,"JAMAICA, NEW YORK",NEW YORK,Medium,29
1,MANAGEMENT ANALYSTS,SENIOR PRODUCT DATA ANALYST,Y,80496.0,2016.0,"BOSTON, MASSACHUSETTS",MASSACHUSETTS,Medium,17
1,MANAGEMENT ANALYSTS,SENIOR MANAGER,Y,133515.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,High,29
0,MANAGEMENT ANALYSTS,BUSINESS STRATEGY CONSULTANT,Y,108410.0,2016.0,"HOUSTON, TEXAS",TEXAS,High,51
1,MANAGEMENT ANALYSTS,ERS MANAGER,Y,81600.0,2016.0,"SAN JOSE, CALIFORNIA",CALIFORNIA,Medium,23
1,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,Y,72654.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,16
1,MANAGEMENT ANALYSTS,BUSINESS ANALYSTS,N,63960.0,2016.0,"NEW PROVIDENCE, NEW JERSEY",NEW JERSEY,Medium,26
1,MANAGEMENT ANALYSTS,TRANSACTION ADVISORY SERVICES SENIOR,Y,83158.0,2016.0,"MCLEAN, VIRGINIA",VIRGINIA,Medium,17
1,MANAGEMENT ANALYSTS,GROUP MANAGER,Y,88358.0,2016.0,"RALEIGH, NORTH CAROLINA",NORTH CAROLINA,Medium,20
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,115461.0,2016.0,"ATLANTA, GEORGIA",GEORGIA,High,19
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,12
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,56160.0,2016.0,"RICHARDSON, TEXAS",TEXAS,Medium,26
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,33
1,MANAGEMENT ANALYSTS,VICE PRESIDENT,Y,133515.2,2016.0,"NEW YORK, NEW YORK",NEW YORK,High,17
1,MANAGEMENT ANALYSTS,MARKET ANALYST,Y,101400.0,2016.0,"BRIDGEWATER, NEW JERSEY",NEW JERSEY,High,14
1,MANAGEMENT ANALYSTS,SENIOR ASSOCIATE FOR GLOBAL CLIENT RELATIONS,N,52582.0,2016.0,"SAN ANTONIO, TEXAS",TEXAS,Medium,29
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,110136.0,2016.0,"PLANO, TEXAS",TEXAS,High,20
1,MANAGEMENT ANALYSTS,MANAGEMENT ANALYST (ENGAGEMENT MANAGER),Y,80683.0,2016.0,"PLEASANTON, CALIFORNIA",CALIFORNIA,Medium,19
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,125840.0,2016.0,"AUSTIN, TEXAS",TEXAS,High,10
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,18
1,MANAGEMENT ANALYSTS,ADVISORY SENIOR,N,53352.0,2016.0,"GREENVILLE, SOUTH CAROLINA",SOUTH CAROLINA,Medium,37
1,MANAGEMENT ANALYSTS,OPERATIONS PROGRAM MANAGER,Y,71531.0,2016.0,"RENO, NEVADA",NEVADA,Medium,10
1,MANAGEMENT ANALYSTS,ADVISORY MANAGER,Y,79934.0,2016.0,"TAMPA, FLORIDA",FLORIDA,Medium,15
1,MANAGEMENT ANALYSTS,CONSULTANT,N,69243.0,2016.0,"OVERLAND PARK, KANSAS",KANSAS,Medium,24
1,MANAGEMENT ANALYSTS,MANAGEMENT CONSULTANT,N,53165.0,2016.0,"NEWARK, DELAWARE",DELAWARE,Medium,31
1,MANAGEMENT ANALYSTS,ANALYST,N,55973.0,2016.0,"JERSEY CITY, NEW JERSEY",NEW JERSEY,Medium,29
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,25
1,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,Y,72654.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,11
1,MANAGEMENT ANALYSTS,ADVISORY SENIOR,N,69514.0,2016.0,"MT HOLLY, NORTH CAROLINA",NORTH CAROLINA,Medium,26
1,MANAGEMENT ANALYSTS,ASSURANCE SENIOR ASSOCIATE,Y,81827.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,19
1,MANAGEMENT ANALYSTS,"COMMERCIAL IT BUSINESS ANALYST, COE CRM SOLUTIONS",Y,108493.0,2016.0,"EAST HANOVER, NEW JERSEY",NEW JERSEY,High,20
1,MANAGEMENT ANALYSTS,ADVISORY SENIOR,Y,81827.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,31
1,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,Y,79144.0,2016.0,"AUSTIN, TEXAS",TEXAS,Medium,28
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,Y,79934.0,2016.0,"TAMPA, FLORIDA",FLORIDA,Medium,22
1,MANAGEMENT ANALYSTS,ADVISORY SENIOR ASSOCIATE,N,57283.0,2016.0,"OKLAHOMA CITY, OKLAHOMA",OKLAHOMA,Medium,18
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,Y,89856.0,2016.0,"SAN JOSE, CALIFORNIA",CALIFORNIA,Medium,28
1,MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,Y,77147.0,2016.0,"BRIDGEWATER, NEW JERSEY",NEW JERSEY,Medium,27
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,64189.0,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",DISTRICT OF COLUMBIA,Medium,17
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,32
1,MANAGEMENT ANALYSTS,CONSULTANT,Y,81952.0,2016.0,"HOUSTON, TEXAS",TEXAS,Medium,32
1,MANAGEMENT ANALYSTS,ASSOCIATE,Y,108409.6,2016.0,"HOUSTON, TEXAS",TEXAS,High,28
1,MANAGEMENT ANALYSTS,MANAGEMENT ANANLYST,N,65395.0,2016.0,"MOUNTLAKE TERRACE, WASHINGTON",WASHINGTON,Medium,28
1,MANAGEMENT ANALYSTS,ADVISORY STAFF,N,55474.0,2016.0,"HOUSTON, TEXAS",TEXAS,Medium,37
1,MANAGEMENT ANALYSTS,DOMAIN CONSULTANT-L2,Y,80496.0,2016.0,"LEXINGTON, MASSACHUSETTS",MASSACHUSETTS,Medium,18
1,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,Y,76440.0,2016.0,"LOS ANGELES, CALIFORNIA",CALIFORNIA,Medium,34
1,MANAGEMENT ANALYSTS,ERS CONSULTANT,N,55536.0,2016.0,"CHICAGO, ILLINOIS",ILLINOIS,Medium,19
1,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,Y,80496.0,2016.0,"BOSTON, MASSACHUSETTS",MASSACHUSETTS,Medium,25
1,MANAGEMENT ANALYSTS,ERS SENIOR CONSULTANT,N,65395.0,2016.0,"SEATTLE, WASHINGTON",WASHINGTON,Medium,30
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,23
1,MANAGEMENT ANALYSTS,CONSULTANT,Y,101962.0,2016.0,"CHICAGO, ILLINOIS",ILLINOIS,High,25
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,59093.0,2016.0,"GREENE, NEW YORK",NEW YORK,Medium,24
1,MANAGEMENT ANALYSTS,ASSOCIATE VICE PRESIDENT OF BUSINESS DEVELOPMENT,Y,107661.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,High,20
1,MANAGEMENT ANALYSTS,ADVISORY STAFF,N,62109.0,2016.0,"SAN FRANCISCO, CALIFORNIA",CALIFORNIA,Medium,23
1,MANAGEMENT ANALYSTS,ADVISORY MANAGER,Y,108410.0,2016.0,"HOUSTON, TEXAS",TEXAS,High,17
1,MANAGEMENT ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,78749.0,2016.0,"CHICAGO, ILLINOIS",ILLINOIS,Medium,22
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,Y,88670.4,2016.0,"EL DORADO HILLS, CALIFORNIA",CALIFORNIA,Medium,20
1,MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,55536.0,2016.0,"HOFFMAN ESTATES, ILLINOIS",ILLINOIS,Medium,22
1,MANAGEMENT ANALYSTS,ADVISORY STAFF,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,27
1,MANAGEMENT ANALYSTS,ANALYST,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,27
1,MANAGEMENT ANALYSTS,ADVISORY SENIOR,Y,76440.0,2016.0,"LOS ANGELES, CALIFORNIA",CALIFORNIA,Medium,25
1,MANAGEMENT ANALYSTS,TRANSACTION ADVISORY SERVICES SENIOR MANAGER,Y,125632.0,2016.0,"RARITAN, NEW JERSEY",NEW JERSEY,High,27
1,MANAGEMENT ANALYSTS,ANALYST,N,56160.0,2016.0,"RICHARDSON, TEXAS",TEXAS,Medium,26
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,68682.0,2016.0,"VERNON HILLS, ILLINOIS",ILLINOIS,Medium,35
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,Y,77147.0,2016.0,"EDISON, NEW JERSEY",NEW JERSEY,Medium,22
1,MANAGEMENT ANALYSTS,ADVISORY MANAGER,Y,94120.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,High,19
1,MANAGEMENT ANALYSTS,MARKET ANALYST,Y,101400.0,2016.0,"BRIDGEWATER, NEW JERSEY",NEW JERSEY,High,13
1,MANAGEMENT ANALYSTS,MANAGER,Y,94120.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,High,16
1,MANAGEMENT ANALYSTS,ERS CONSULTANT,N,58200.0,2016.0,"SAN FRANCISCO, CALIFORNIA",CALIFORNIA,Medium,30
1,MANAGEMENT ANALYSTS,ADVISORY MANAGER,Y,79352.0,2016.0,"AMELIA, OHIO",OHIO,Medium,14
1,MANAGEMENT ANALYSTS,BUSINESS ANALYTICS MANAGER,Y,101962.0,2016.0,"CHICAGO, ILLINOIS",ILLINOIS,High,19
1,MANAGEMENT ANALYSTS,ENAGAGEMENT MANAGER,Y,85114.0,2016.0,"REDMOND, WASHINGTON",WASHINGTON,Medium,20
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,29
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,124571.0,2016.0,"REDMOND, WASHINGTON",WASHINGTON,High,28
1,MANAGEMENT ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,76440.0,2016.0,"LOS ANGELES, CALIFORNIA",CALIFORNIA,Medium,31
1,MANAGEMENT ANALYSTS,ERS CONSULTANT,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,25
1,MANAGEMENT ANALYSTS,ERS CONSULTANT,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,31
1,MANAGEMENT ANALYSTS,CONSULTANT,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,28
1,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,Y,72654.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,12
1,MANAGEMENT ANALYSTS,SENIOR BUSINSS ANALYST,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,26
1,MANAGEMENT ANALYSTS,ASSOCIATE,N,55536.0,2016.0,"CHICAGO, ILLINOIS",ILLINOIS,Medium,20
1,MANAGEMENT ANALYSTS,SENIOR BUSINESS ANALYST,Y,70803.0,2016.0,"BOCA RATON, FLORIDA",FLORIDA,Medium,16
1,MANAGEMENT ANALYSTS,DISCOVERY PROJECT LEAD,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,14
1,MANAGEMENT ANALYSTS,ANALYST,N,55973.0,2016.0,"JERSEY CITY, NEW JERSEY",NEW JERSEY,Medium,21
1,MANAGEMENT ANALYSTS,SENIOR SUPPLY CHAIN ANALYST,Y,76440.0,2016.0,"EL SEGUNDO, CALIFORNIA",CALIFORNIA,Medium,18
1,MANAGEMENT ANALYSTS,ERS CONSULTANT,N,55474.0,2016.0,"HOUSTON, TEXAS",TEXAS,Medium,28
1,MANAGEMENT ANALYSTS,SENIOR DIRECTOR OF OPERATIONAL EXCELLENCE,Y,80496.0,2016.0,"ANDOVER, MASSACHUSETTS",MASSACHUSETTS,Medium,24
1,MANAGEMENT ANALYSTS,CONSULTANT,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,22
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,134888.0,2016.0,"HOUSTON, TEXAS",TEXAS,High,12
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,68682.0,2016.0,"VERNON HILLS, ILLINOIS",ILLINOIS,Medium,29
1,MANAGEMENT ANALYSTS,ADVISORY SENIOR,N,60757.0,2016.0,"GUILDERLAND, NEW YORK",NEW YORK,Medium,29
1,MANAGEMENT ANALYSTS,HUMAN CAPITAL ANALYST,N,51210.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Medium,25
1,MANAGEMENT ANALYSTS,DATA ANALYST,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,30
1,MANAGEMENT ANALYSTS,ASSURANCE ASSOCIATE,Y,88442.0,2016.0,"SAN FRANCISCO, CALIFORNIA",CALIFORNIA,Medium,31
1,MANAGEMENT ANALYSTS,ADVISORY ASSOCIATE,N,65395.0,2016.0,"SEATTLE, WASHINGTON",WASHINGTON,Medium,29
0,MANAGEMENT ANALYSTS,ERS CONSULTANT,N,62109.0,2016.0,"SAN FRANCISCO, CALIFORNIA",CALIFORNIA,Medium,52
1,MANAGEMENT ANALYSTS,BUSINESS SYSTEMS ANALYST,N,52915.0,2016.0,"PISCATAWAY TOWNSHIP, NEW JERSEY",NEW JERSEY,Medium,24
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,117229.0,2016.0,"LOS ANGELES, CALIFORNIA",CALIFORNIA,High,31
1,MANAGEMENT ANALYSTS,ADVISORY SENIOR,Y,71885.0,2016.0,"DENVER, COLORADO",COLORADO,Medium,15
1,MANAGEMENT ANALYSTS,SENIOR MANAGER JC45 - MANAGEMENT ANALYST,Y,92456.0,2016.0,"NASHVILLE, TENNESSEE",TENNESSEE,High,26
1,MANAGEMENT ANALYSTS,MANAGING CONSULTANT,Y,81827.0,2016.0,"JERSEY CITY, NEW JERSEY",NEW JERSEY,Medium,13
1,MANAGEMENT ANALYSTS,"BUSINESS ANALYST, SALES",N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,29
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,141128.0,2016.0,"SAN FRANCISCO, CALIFORNIA",CALIFORNIA,High,20
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,115461.0,2016.0,"ATLANTA, GEORGIA",GEORGIA,High,12
1,MANAGEMENT ANALYSTS,ERS MANAGER,Y,82867.0,2016.0,"PITTSBURGH, PENNSYLVANIA",PENNSYLVANIA,Medium,16
1,MANAGEMENT ANALYSTS,ASSOCIATE,N,55536.0,2016.0,"CHICAGO, ILLINOIS",ILLINOIS,Medium,33
1,MANAGEMENT ANALYSTS,SENIOR MANAGER JC45 - MANAGEMENT ANALYST,Y,134888.0,2016.0,"HOUSTON, TEXAS",TEXAS,High,10
1,MANAGEMENT ANALYSTS,ERS CONSULTANT,N,55536.0,2016.0,"CHICAGO, ILLINOIS",ILLINOIS,Medium,32
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,93974.0,2016.0,"SAINT LOUIS, MISSOURI",MISSOURI,High,14
1,MANAGEMENT ANALYSTS,ERS CONSULTANT,N,55973.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,31
1,MANAGEMENT ANALYSTS,ANALYST,N,47341.0,2016.0,"SALT LAKE CITY, UTAH",UTAH,Low,33
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,99050.0,2016.0,"GREENSBORO, NORTH CAROLINA",NORTH CAROLINA,High,19
1,MANAGEMENT ANALYSTS,ADVISORY DIRECTOR,Y,130166.0,2016.0,"SAN JOSE, CALIFORNIA",CALIFORNIA,High,19
1,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,52915.0,2016.0,"SOMERSET, NEW JERSEY",NEW JERSEY,Medium,21
1,MANAGEMENT ANALYSTS,ERS CONSULTANT,N,41309.0,2016.0,"BOCA RATON, FLORIDA",FLORIDA,Low,32
1,MANAGEMENT ANALYSTS,ERS CONSULTANT,N,52790.0,2016.0,"MINNEAPOLIS, MINNESOTA",MINNESOTA,Medium,29
1,MANAGEMENT ANALYSTS,ERS CONSULTANT,N,52790.0,2016.0,"MINNEAPOLIS, MINNESOTA",MINNESOTA,Medium,34
1,MANAGEMENT ANALYSTS,PRINCIPAL CONSULTANT - US,Y,130166.0,2016.0,"SAN JOSE, CALIFORNIA",CALIFORNIA,High,16
1,MANAGEMENT ANALYSTS,ASSOCIATE (MANAGEMENT CONSULTANT),Y,78748.8,2016.0,"CHICAGO, ILLINOIS",ILLINOIS,Medium,23
1,MANAGEMENT ANALYSTS,ERS SENIOR CONSULTANT,N,52790.0,2016.0,"MINNEAPOLIS, MINNESOTA",MINNESOTA,Medium,27
1,MANAGEMENT ANALYSTS,PMO ANALYST,N,63086.0,2016.0,"PORTAGE, MICHIGAN",MICHIGAN,Medium,19
1,MANAGEMENT ANALYSTS,DATA ARCHITECT,Y,115565.0,2016.0,"FORT WASHINGTON, PENNSYLVANIA",PENNSYLVANIA,High,25
1,MANAGEMENT ANALYSTS,MANAGING CONSULTANT,Y,81827.0,2016.0,"JERSEY CITY, NEW JERSEY",NEW JERSEY,Medium,28
1,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,N,60674.0,2016.0,"FORT WORTH, TEXAS",TEXAS,Medium,26
1,MANAGEMENT ANALYSTS,SENIOR ASSOCIATE JC60 - MANAGEMENT ANALYST,N,65936.0,2016.0,"MILWAUKEE, WISCONSIN",WISCONSIN,Medium,33
